doc_uid,issuer,bucket,product_name,zip_path,quarter,sha256,size_bytes,page_count,total_chars,is_scanned
comenity_capital_bank__ethan_allen_platinum_credit_card_current_credit_card_agreements__587970,Comenity Capital Bank,retail,Ethan Allen Platinum Credit Card   Current Credit Card Agreements,Comenity Capital Bank/Ethan Allen Platinum Credit Card - Current Credit Card Agreements.pdf-587970.pdf,2026-Q1,3081fc727fa18ad83b867d1a764140a6f9be5474da1a12d741f959b855bceb6c,1141220,20,51025,False
comenity_capital_bank__interval_world_mastercard_current_credit_card_agreements__256775,Comenity Capital Bank,retail,Interval World Mastercard   Current Credit Card Agreements,Comenity Capital Bank/Interval World Mastercard - Current Credit Card Agreements.pdf-256775.pdf,2026-Q1,1b9893852686ed8876bf8fbfdeb0048427e58c1ec9c0090df94af6fa9d805f92,787320,25,60166,False
comenity_capital_bank__my_smile_care_program_credit_current_credit_card_agreements__257141,Comenity Capital Bank,retail,My Smile Care Program Credit   Current Credit Card Agreements,Comenity Capital Bank/My Smile Care Program Credit - Current Credit Card Agreements.pdf-257141.pdf,2026-Q1,b662c2e25ece88fa8d9c359d4ee7664e6e5ffd695afc46a971e5fb0a7f3101ae,811733,23,52117,False
comenity_capital_bank__ntb_and_tire_kingdom_credit_card_credit_card_agreement__321518,Comenity Capital Bank,retail,NTB® and Tire Kingdom® Credit Card   Credit Card Agreement,Comenity Capital Bank/NTB┬« and Tire Kingdom┬« Credit Card - Credit Card Agreement.pdf-321518.pdf,2026-Q1,35d15bf9dcad624cc9939109e2079711058d1e3ad33689499fd10b4293f31204,1141472,21,54359,False
comenity_capital_bank__ross_mastercard_credit_card_current_credit_card_agreements__393444,Comenity Capital Bank,retail,Ross Mastercard® Credit Card   Current Credit Card Agreements,Comenity Capital Bank/Ross Mastercard┬« Credit Card - Current Credit Card Agreements.pdf-393444.pdf,2026-Q1,192f7b475309d999ca532f0843cbe45de94cad6b0de74274a0ec65cc880a309c,792163,24,58077,False
comenity_capital_bank__saks_credit_card_current_credit_card_agreements__472174,Comenity Capital Bank,retail,Saks Credit Card   Current Credit Card Agreements,Comenity Capital Bank/Saks Credit Card - Current Credit Card Agreements.pdf-472174.pdf,2026-Q1,1ca82954a6b72309cbbddf3dc70535e831f9d40648731a7af68e64ab7f9198d4,908349,27,59706,False
comenity_capital_bank__saks_world_elite_mastercard_credit_card_or_saks_credit_card_current_credit_card_agreements__472175,Comenity Capital Bank,retail,Saks World Elite Mastercard® Credit Card or Saks Credit Card   Current Credit Card Agreements,Comenity Capital Bank/Saks World Elite Mastercard┬« Credit Card or Saks Credit Card - Current Credit Card Agreements.pdf-472175.pdf,2026-Q1,dcc500023e0dcc64233c5deeeaaadbf13320f93b0a1035dca2cda17b83a4a570,862790,27,59760,False
comenity_capital_bank__toyota_rewards_visa_credit_card_current_credit_card_agreements__257304,Comenity Capital Bank,retail,Toyota Rewards Visa® Credit Card   Current Credit Card Agreements,Comenity Capital Bank/Toyota Rewards Visa┬« Credit Card - Current Credit Card Agreements.pdf-257304.pdf,2026-Q1,5b321b055d27213dcc911d5ecd721817ed5083e490842b3fd7d7d7a97325f194,838642,26,57422,False
comenity_capital_bank__myacademy_rewards_credit_card_current_credit_card_agreements__593064,Comenity Capital Bank,retail,myAcademy Rewards Credit Card   Current Credit Card Agreements,Comenity Capital Bank/myAcademy Rewards Credit Card - Current Credit Card Agreements.pdf-593064.pdf,2026-Q1,44f85de53971341512a5e8aba0312fb01821984f69c69a3b8a2e3ba7ecf0adc3,796300,27,58084,False
comenity_capital_bank__myacademy_rewards_mastercard_credit_card_or_myacademy_rewards_credit_card_current_credit_card_agreements__593065,Comenity Capital Bank,retail,myAcademy Rewards Mastercard® Credit Card or myAcademy Rewards Credit Card   Current Credit Card Agreements,Comenity Capital Bank/myAcademy Rewards Mastercard┬« Credit Card or myAcademy Rewards Credit Card - Current Credit Card Agreements.pdf-593065.pdf,2026-Q1,60910933a9834110c8446d050cea42ebef13bf00d5962f6d2247ea4a5a363ccc,807350,27,58084,False
synchrony_financial__amazon_secured_card_and_prime_secured_card_account_agreement_and_pricing_addendum_final__255525,SYNCHRONY FINANCIAL,retail,Amazon Secured Card and Prime Secured Card Account Agreement and Pricing Addendum FINAL,SYNCHRONY FINANCIAL/Amazon_Secured_Card_and_Prime_Secured_Card_Account_Agreement_and_Pricing_Addendum_FINAL.pdf-255525.pdf,2026-Q1,2635015229c7960d7934c38ee4d9a50683dd3a053e51b639c2d7b1d718663ae7,71939,8,42980,False
synchrony_financial__american_eagle_visa_card_account_agreement_and_pricing_addendum_final__255526,SYNCHRONY FINANCIAL,retail,American Eagle Visa Card Account Agreement and Pricing Addendum FINAL,SYNCHRONY FINANCIAL/American_Eagle_Visa_Card_Account_Agreement_and_Pricing_Addendum_FINAL.pdf-255526.pdf,2026-Q1,cc245e68ca1e50231116c90113304311ebfc3dccc64d241b7b50992fd35f8903,64838,6,31555,False
synchrony_financial__at_home_insider_perks_mastercard_account_agreement_and_pricing_addendum_final__255522,SYNCHRONY FINANCIAL,retail,At Home Insider Perks Mastercard Account Agreement and Pricing Addendum FINAL,SYNCHRONY FINANCIAL/At_Home_Insider_Perks_Mastercard_Account_Agreement_and_Pricing_Addendum_FINAL.pdf-255522.pdf,2026-Q1,13a06950255237713908de5b43765319b06ac52c7fd2cd5c7a942c9444e698c0,64768,7,32952,False
synchrony_financial__cathay_world_elite_mastercard_account_agreement_and_pricing_addendum_final__540738,SYNCHRONY FINANCIAL,retail,Cathay World Elite Mastercard Account Agreement and Pricing Addendum FINAL,SYNCHRONY FINANCIAL/Cathay_World_Elite_Mastercard_Account_Agreement_and_Pricing_Addendum_FINAL.pdf-540738.pdf,2026-Q1,bbeafe9a40e7e4177f90bd572f97e01e0a3128c47d569d8a58e5bc45d05e22d4,66087,7,34914,False
synchrony_financial__fleet_farm_visa_card_account_agreement_and_pricing_addendum_final__255508,SYNCHRONY FINANCIAL,retail,Fleet Farm Visa Card Account Agreement and Pricing Addendum FINAL,SYNCHRONY FINANCIAL/Fleet_Farm_Visa_Card_Account_Agreement_and_Pricing_Addendum_FINAL.pdf-255508.pdf,2026-Q1,0160f45585dc1a909b433a71e6b2f9dd6e913131d9ec1c9ed157331097fc3903,65902,7,34237,False
synchrony_financial__jcpenney_credit_card_account_agreement_and_pricing_addendum_final__255502,SYNCHRONY FINANCIAL,retail,JCPenney Credit Card Account Agreement and Pricing Addendum FINAL,SYNCHRONY FINANCIAL/JCPenney_Credit_Card_Account_Agreement_and_Pricing_Addendum_FINAL.pdf-255502.pdf,2026-Q1,d182b716066e5d71c7dfa2c930819fc1001d90c5ddff9dcccafaccef2373663b,66983,6,27849,False
synchrony_financial__jcpenney_mastercard_account_agreement_and_pricing_addendum_final__255501,SYNCHRONY FINANCIAL,retail,JCPenney Mastercard Account Agreement and Pricing Addendum FINAL,SYNCHRONY FINANCIAL/JCPenney_Mastercard_Account_Agreement_and_Pricing_Addendum_FINAL.pdf-255501.pdf,2026-Q1,170a6f4d9c0ca32a09bb81bf5e1f2fd5c0fb7d8d39ff6fc7ae3425be0481cf8e,71399,7,31911,False
synchrony_financial__nissan_visa_card_account_agreement_and_pricing_information__255499,SYNCHRONY FINANCIAL,retail,Nissan Visa Card Account Agreement and Pricing Information,SYNCHRONY FINANCIAL/Nissan Visa Card Account Agreement and Pricing Information.pdf-255499.pdf,2026-Q1,3170f3aae84ee67837b5079af3c74eb3154859b15f79444efa0acaa10608e77c,447338,6,29673,False
synchrony_financial__nissan_visa_signature_card_account_agreement_and_pricing_information__255498,SYNCHRONY FINANCIAL,retail,Nissan Visa Signature Card Account Agreement and Pricing Information,SYNCHRONY FINANCIAL/Nissan Visa Signature Card Account Agreement and Pricing Information.pdf-255498.pdf,2026-Q1,f9cceaf91e7d8be9623d043ae6247840c767628e1622ee70d90ad44389ede997,445766,6,29110,False
synchrony_financial__paypal_cashback_mastercard_account_agreement_and_pricing_addendum_final__255494,SYNCHRONY FINANCIAL,retail,PayPal Cashback Mastercard Account Agreement and Pricing Addendum FINAL,SYNCHRONY FINANCIAL/PayPal_Cashback_Mastercard_Account_Agreement_and_Pricing_Addendum_FINAL.pdf-255494.pdf,2026-Q1,b2eada5acd861bc616e417a4e63ae9b92f829aaf8b837240145c46d296e33dcc,262171,6,40637,False
synchrony_financial__paypal_credit_account_agreement_and_pricing_addendum_final__255493,SYNCHRONY FINANCIAL,retail,PayPal Credit Account Agreement and Pricing Addendum FINAL,SYNCHRONY FINANCIAL/PayPal_Credit_Account_Agreement_and_Pricing_Addendum_FINAL.pdf-255493.pdf,2026-Q1,23ba2d99403e9546139f2998710f73dac3edf1f9dea7d7ad8eae2561ee642fcd,274030,6,35458,False
synchrony_financial__paypal_credit_mastercard_account_agreement_and_pricing_addendum_final__540739,SYNCHRONY FINANCIAL,retail,PayPal Credit Mastercard Account Agreement and Pricing Addendum FINAL,SYNCHRONY FINANCIAL/PayPal_Credit_Mastercard_Account_Agreement_and_Pricing_Addendum_FINAL.pdf-540739.pdf,2026-Q1,42f462b66fd464cd88b6d5edee8d3ad6afd3df7ecc64730f08247bcae5b82f8f,278549,6,38742,False
synchrony_financial__phillips_66_commerical_credit_card_account_agreement_and_pricing_information__267533,SYNCHRONY FINANCIAL,retail,Phillips 66 Commerical Credit Card Account Agreement and Pricing Information,SYNCHRONY FINANCIAL/Phillips 66 Commerical Credit Card Account Agreement and Pricing Information.pdf-267533.pdf,2026-Q1,e523d111424009cae378cd6a3f0abd6e7fc1113a191370312572461773c7314a,67086,4,26204,False
synchrony_financial__sun_country_visa_signature_card_account_agreement_and_pricing_addendum_final__560526,SYNCHRONY FINANCIAL,retail,Sun Country Visa Signature Card Account Agreement and Pricing Addendum FINAL,SYNCHRONY FINANCIAL/Sun_Country_Visa_Signature_Card_Account_Agreement_and_Pricing_Addendum_FINAL.pdf-560526.pdf,2026-Q1,7c8b1925e25a27bffb42740a625ebc19735bede06771fae4a6be82bb813a6d3a,66052,7,34748,False
synchrony_financial__synchrony_preferred_mastercard_account_agreement_and_pricing_addendum_final__255482,SYNCHRONY FINANCIAL,retail,Synchrony Preferred Mastercard Account Agreement and Pricing Addendum FINAL,SYNCHRONY FINANCIAL/Synchrony_Preferred_Mastercard_Account_Agreement_and_Pricing_Addendum_FINAL.pdf-255482.pdf,2026-Q1,aefab10c109f62221a2eaaa7b83982f54c66c177460c4e90701b525dafa7f98a,64313,7,33415,False
synchrony_financial__synchrony_premier_world_mastercard_account_agreement_and_pricing_addendum_final__255481,SYNCHRONY FINANCIAL,retail,Synchrony Premier World Mastercard Account Agreement and Pricing Addendum FINAL,SYNCHRONY FINANCIAL/Synchrony_Premier_World_Mastercard_Account_Agreement_and_Pricing_Addendum_FINAL.pdf-255481.pdf,2026-Q1,f6b47dc3f1b152b7dd379b45a61e2e1a38a6cf2d346034a55fa06ccb233aec7b,65734,7,34582,False
synchrony_financial__venmo_visa_credit_card_account_agreement_and_pricing_addendum_final__255476,SYNCHRONY FINANCIAL,retail,Venmo Visa Credit Card Account Agreement and Pricing Addendum FINAL,SYNCHRONY FINANCIAL/Venmo_Visa_Credit_Card_Account_Agreement_and_Pricing_Addendum_FINAL.pdf-255476.pdf,2026-Q1,7ca4f238e60b2206ee0f274d09e378e3a6e966163d2ca8b246fd98c75aa5d2a2,328759,5,38663,False
synchrony_financial__venmo_visa_signature_credit_card_account_agreement_and_pricing_addendum_fial__255475,SYNCHRONY FINANCIAL,retail,Venmo Visa Signature Credit Card Account Agreement and Pricing Addendum FIAL,SYNCHRONY FINANCIAL/Venmo_Visa_Signature_Credit_Card_Account_Agreement_and_Pricing_Addendum_FIAL.pdf-255475.pdf,2026-Q1,55b21e11367bdbecc5db110a665d52955ba5a40602b72b315ab278d1c4373b17,330171,5,38702,False
synchrony_financial__verizon_visa_signature_card_account_agreement_and_pricing_addendum_final__255474,SYNCHRONY FINANCIAL,retail,Verizon Visa Signature Card Account Agreement and Pricing Addendum FINAL,SYNCHRONY FINANCIAL/Verizon_Visa_Signature_Card_Account_Agreement_and_Pricing_Addendum_FINAL.pdf-255474.pdf,2026-Q1,a8078f9416a078618873847b26a8e95b3530ac333d0ba69a3df6671ec159a84f,66278,7,35058,False
synchrony_financial__virgin_red_rewards_mastercard_account_agreement_and_pricing_addendum_final__485765,SYNCHRONY FINANCIAL,retail,Virgin Red Rewards Mastercard Account Agreement And Pricing Addendum FINAL,SYNCHRONY FINANCIAL/Virgin_Red_Rewards_Mastercard_Account_Agreement_And_Pricing_Addendum_FINAL.pdf-485765.pdf,2026-Q1,77e0f07f2f8c134e9c81fed1ed84edeb302f7735aaeb465c2d05bf20e5588eac,66270,7,34966,False
first_premier_bank__agreement_crkl_55__303813,FIRST PREMIER BANK,subprime,AGREEMENT CRKL 55,FIRST PREMIER BANK/AGREEMENT_CRKL_55.pdf-303813.pdf,2026-Q1,0e3a4878c6008c517fffe3054f0eebe905cb68538ce8bd9a96f8c4b6195325d4,992287,4,53531,False
first_premier_bank__agreement_crmd_00__535729,FIRST PREMIER BANK,subprime,AGREEMENT CRMD 00,FIRST PREMIER BANK/AGREEMENT_CRMD_00.pdf-535729.pdf,2026-Q1,e0abd8c8da6aa2df2a5af1eb8a0e9fdaaae114bab829c5e034b77c7c314e978e,1016456,4,53255,False
first_premier_bank__agreement_crme_95__581166,FIRST PREMIER BANK,subprime,AGREEMENT CRME 95,FIRST PREMIER BANK/AGREEMENT_CRME_95.pdf-581166.pdf,2026-Q1,c40fb1e4b63346311e28f0ac6c44e2db231c1feea82c69b6aa738491c55b4944,1041581,4,53536,False
first_premier_bank__agreement_crmm_89__559132,FIRST PREMIER BANK,subprime,AGREEMENT CRMM 89,FIRST PREMIER BANK/AGREEMENT_CRMM_89.pdf-559132.pdf,2026-Q1,794aeaab589e6c0bb86ea9ea02e74cade52cb204f613d11c0cd5bb36e80e8eb8,1017598,4,53537,False
first_premier_bank__agreement_crmp_00__559135,FIRST PREMIER BANK,subprime,AGREEMENT CRMP 00,FIRST PREMIER BANK/AGREEMENT_CRMP_00.pdf-559135.pdf,2026-Q1,cbfc4f1a0abf932e1117469a4da3554d9c2dcfa13808962e52619ee45a70e27e,1010156,4,53228,False
first_premier_bank__agreement_crmq_00__581167,FIRST PREMIER BANK,subprime,AGREEMENT CRMQ 00,FIRST PREMIER BANK/AGREEMENT_CRMQ_00.pdf-581167.pdf,2026-Q1,21c8d6988ed71ad58f7b4ce6e1ffd59612f22fdba710e88fb5658cc7e5c48fce,1030766,4,53255,False
merrick_bank__110830072_mb_ch_agreement_secured_and_pricing_mar__255801,MERRICK BANK,subprime,110830072 MB CH Agreement Secured and Pricing Mar,MERRICK BANK/110830072_MB CH Agreement_Secured and Pricing_Mar.pdf-255801.pdf,2026-Q1,9e6c1f35876c108d2f48cd42b2830a4e30ce6a41ce2792449eb0c563df709dd8,415021,9,75235,False
merrick_bank__110830072_mb_ch_agreement_unsecured_and_pricing_mar__255803,MERRICK BANK,subprime,110830072 MB CH Agreement Unsecured and Pricing Mar,MERRICK BANK/110830072_MB CH Agreement_Unsecured and Pricing_Mar.pdf-255803.pdf,2026-Q1,cdcfffb3edee4b6aec5ec23465d4e16a59111b06b8f1e78e662033136f8aecda,223740,9,75038,False
merrick_bank__ollo_ch_agreement_and_pricing_final_mar_2026__581640,MERRICK BANK,subprime,Ollo CH Agreement and Pricing Final Mar 2026,MERRICK BANK/Ollo_CH_Agreement_and Pricing_Final_Mar 2026.pdf-581640.pdf,2026-Q1,eb4d07b6291be01ba902a876c843a6d8b980f99055ce36257e021fbd80d16298,1647311,4,44080,False
mission_lane_llc__mission_lane_cash_back_program_terms__340029,Mission Lane LLC,subprime,Mission Lane Cash Back Program Terms,Mission Lane LLC/Mission Lane Cash Back Program Terms_.pdf-340029.pdf,2026-Q1,d01a4ab100580ac047ca42b5e605baac05cf77b47fbbba0fbe2bcef84ada908b,132862,7,12091,False
mission_lane_llc__the_mission_lane_secured_visa_credit_card_issued_by_transportation_alliance_bank_inc_dba_tab_bank_2026__340031,Mission Lane LLC,subprime,"The Mission Lane Secured Visa® Credit Card Issued by Transportation Alliance Bank, Inc. dba TAB Bank 2026","Mission Lane LLC/The Mission Lane Secured Visa┬« Credit Card Issued by Transportation Alliance Bank, Inc. dba TAB Bank 2026.pdf-340031.pdf",2026-Q1,35f8fbe994931f9292fbcd3f37ea600e68f637a0902d34d152eeba4ac29d3a3e,338768,27,64754,False
mission_lane_llc__the_mission_lane_visa_credit_card_issued_by_transportation_alliance_bank_inc_dba_tab_bank_2026__340027,Mission Lane LLC,subprime,"The Mission Lane Visa® Credit Card Issued by Transportation Alliance Bank, Inc. dba TAB Bank 2026","Mission Lane LLC/The Mission Lane Visa┬« Credit Card Issued by Transportation Alliance Bank, Inc. dba TAB Bank 2026.pdf-340027.pdf",2026-Q1,39448e601fdf4d626d69d8d3b7fe3198e1a0e1d5b4db72abe0acf41fc011e6f0,288535,25,56176,False
mission_lane_llc__the_mission_lane_visa_credit_card_issued_by_webbank_2026__503819,Mission Lane LLC,subprime,The Mission Lane Visa® Credit Card Issued by WebBank 2026,Mission Lane LLC/The Mission Lane Visa┬« Credit Card Issued by WebBank 2026.pdf-503819.pdf,2026-Q1,ab0460a00f522931341b44f4df3b75992789b3721740cdb30a1ddf206cb1be2c,283247,25,55517,False
