doc_uid,issuer,bucket,product_name,zip_path,quarter,sha256,size_bytes,page_count,total_chars,is_scanned
1st_united_credit_union__application_solicitation_disclosure_cc_10_1_22__335908,1ST UNITED CREDIT UNION,credit_union,Application Solicitation Disclosure CC 10.1.22,1ST UNITED CREDIT UNION/Application_Solicitation_Disclosure_CC_10.1.22.pdf-335908.pdf,2026-Q1,3c6c0c1ba7c3ac2399945ab380c8788e97b44e9cfb25818179cd7ed720201999,190230,2,4623,False
1st_united_credit_union__application_and_solicitation_disclosure__480743,1ST UNITED CREDIT UNION,credit_union,Application and Solicitation Disclosure,1ST UNITED CREDIT UNION/Application and Solicitation Disclosure.pdf-480743.pdf,2026-Q1,a3d2801583a180f53a7eadc624367f7fe28a841c0b669952530b83af93475b45,656911,2,0,True
1st_united_credit_union__application_and_solicitation_disclosure__393925,1ST UNITED CREDIT UNION,credit_union,Application and Solicitation Disclosure,1ST UNITED CREDIT UNION/Application and Solicitation Disclosure.pdf-393925.pdf,2026-Q1,8a61f5f33c1243f6bfd8333ed45000a2954e4c417d231b6d3af777d45a2e9131,222374,2,4620,False
1st_united_credit_union__consumer_credit_card_application_and_solicitation_disclosure__265625,1ST UNITED CREDIT UNION,credit_union,Consumer Credit Card Application and Solicitation Disclosure,1ST UNITED CREDIT UNION/Consumer Credit Card Application and Solicitation Disclosure.pdf-265625.pdf,2026-Q1,4d1638dcee10f846aabf7b76f7325a1e0482617100d95f4236871eb17bb4bfd3,264495,2,4980,False
1st_united_credit_union__credit_card_agreement_and_disclosure__393925,1ST UNITED CREDIT UNION,credit_union,Credit Card Agreement and Disclosure,1ST UNITED CREDIT UNION/Credit Card Agreement and Disclosure.pdf-393925.pdf,2026-Q1,219a16f57e16c8e40267ea94307a27fedafc55cb39a7b8b18da1bcdc76080f30,535940,6,30253,False
alliant_credit_union__platinumrewards_programtermsconditions052017__269955,ALLIANT CREDIT UNION,credit_union,PlatinumRewards ProgramTermsConditions052017,ALLIANT CREDIT UNION/PlatinumRewards-ProgramTermsConditions052017.pdf-269955.pdf,2026-Q1,65afe84ad03e99f2e54e5eb926154b2c9d2d59dfd91871da6de3c95e2bc4eb19,485395,1,5963,False
alliant_credit_union__visacreditcarddisclosure__255585,ALLIANT CREDIT UNION,credit_union,VisaCreditCardDisclosure,ALLIANT CREDIT UNION/VisaCreditCardDisclosure.pdf-255585.pdf,2026-Q1,5bae27f180a6c7433ca56c7238de21d54c55540f756d33eb051b25063352b7ab,1291335,2,13514,False
alliant_credit_union__visacreditcarddisclosure102023__269955,ALLIANT CREDIT UNION,credit_union,VisaCreditCardDisclosure102023,ALLIANT CREDIT UNION/VisaCreditCardDisclosure102023.pdf-269955.pdf,2026-Q1,e89a095751a4ecd8035cfc85ca0a6b83460b1c27ad7a0c051b8a4e6db958460a,1313608,2,13459,False
alliant_credit_union__visasignaturecreditcarddisclosure__255587,ALLIANT CREDIT UNION,credit_union,VisaSignatureCreditCardDisclosure,ALLIANT CREDIT UNION/VisaSignatureCreditCardDisclosure.pdf-255587.pdf,2026-Q1,c18fb3ee63a1c020a234d6175181658efb216240d455f66d828e31e365f667ba,949937,2,12673,False
alliant_credit_union__visasignaturecreditcarddisclosure102023__269946,ALLIANT CREDIT UNION,credit_union,VisaSignatureCreditCardDisclosure102023,ALLIANT CREDIT UNION/VisaSignatureCreditCardDisclosure102023.pdf-269946.pdf,2026-Q1,6fa4089a25a6728407d120e8c2cd5725402c5ef8515254da2c5eaaa25075347b,1025588,2,12664,False
elga_credit_union__9_9_copoco_uchoose_rewards__581633,ELGA CREDIT UNION,credit_union,9.9 COPOCO  UChoose Rewards,ELGA CREDIT UNION/9.9 COPOCO -UChoose Rewards.pdf-581633.pdf,2026-Q1,26d766991732dd936b30e5d9b31cd8539e6ce28ac88ecb80f53c32ecda797ac4,2319993,5,0,True
elga_credit_union__a_13_75_visa_cash_back_acct_disclosures_elgacu_01_01_26__597624,ELGA CREDIT UNION,credit_union,A+ 13.75   VISA Cash Back ACCT Disclosures   ELGACU   01 01 26,ELGA CREDIT UNION/A+-13.75 - VISA Cash Back ACCT Disclosures - ELGACU - 01-01-26.pdf-597624.pdf,2026-Q1,6558193538daa34691878ab175d76fb4b544512335dcc6a2d4f3641692c85cab,453202,1,2435,False
elga_credit_union__d_19_75_visa_cash_back_acct_disclosures_elgacu_01_01_26__597629,ELGA CREDIT UNION,credit_union,D 19.75   VISA Cash Back ACCT Disclosures   ELGACU   01 01 26,ELGA CREDIT UNION/D-19.75 - VISA Cash Back ACCT Disclosures - ELGACU - 01-01-26.pdf-597629.pdf,2026-Q1,264415567b888370577ed6e427a57b9381db41fadf3f775edab5b4e21018b856,453976,1,2435,False
elga_credit_union__d_19_75_visa_rewards_acct_disclosures_elgacu_01_01_26__597635,ELGA CREDIT UNION,credit_union,D 19.75   VISA Rewards ACCT Disclosures   ELGACU   01 01 26,ELGA CREDIT UNION/D-19.75 - VISA Rewards ACCT Disclosures - ELGACU - 01-01-26.pdf-597635.pdf,2026-Q1,d50e0cd97c016b26428b539be9c6cf16c2c6400299628b6aa4439a28bbe3f33c,453885,1,2432,False
elga_credit_union__rr_4_14_75_visa_business_acct_disclosures_elgacu_01_01_26__597646,ELGA CREDIT UNION,credit_union,RR 4 14.75   VISA Business ACCT Disclosures   ELGACU   01 01 26,ELGA CREDIT UNION/RR 4-14.75 - VISA Business ACCT Disclosures - ELGACU - 01-01-26.pdf-597646.pdf,2026-Q1,ea3ccb80ad7acd434c3e36b93661e2f3267139205dc27f4845891d5816f6044a,453149,1,2432,False
fibre_federal_credit_union__solicitation_agreement_visa_line_of_credit_pricing_information__271317,FIBRE FEDERAL CREDIT UNION,credit_union,Solicitation agreement Visa Line of Credit Pricing Information,FIBRE FEDERAL CREDIT UNION/Solicitation agreement Visa-Line-of-Credit-Pricing-Information.pdf-271317.pdf,2026-Q1,9d1bbcab4bd661546305bde15ae1d4a9ec492349af47c222854b5d1c526a6ef9,1576678,2,3226,False
fibre_federal_credit_union__visa_agreement_and_disclosure__271317,FIBRE FEDERAL CREDIT UNION,credit_union,Visa Agreement and Disclosure,FIBRE FEDERAL CREDIT UNION/Visa-Agreement-and-Disclosure.pdf-271317.pdf,2026-Q1,255ee4060be79c6ef2f85c04510f3add98552d6127f88177ee08c910d65df200,1444502,5,26746,False
fibre_federal_credit_union__visa_agreement_and_disclosure_10_20_21__342286,FIBRE FEDERAL CREDIT UNION,credit_union,Visa Agreement and Disclosure 10 20 21,FIBRE FEDERAL CREDIT UNION/Visa Agreement and Disclosure 10-20-21.pdf-342286.pdf,2026-Q1,da4ced696488f0de42cbc649cf7d8cbfa76a8798e0ae423898cd9402ed5ccbef,157227,5,26746,False
fibre_federal_credit_union__visa_credit_card_agreement_and_disclosure__256428,FIBRE FEDERAL CREDIT UNION,credit_union,Visa Credit Card Agreement and Disclosure,FIBRE FEDERAL CREDIT UNION/Visa Credit Card Agreement and Disclosure.pdf-256428.pdf,2026-Q1,50050853bb597a5d065c60b1cd8c6212c31c28d79ba67b3189b8d33eed7d7a5a,154386,6,26951,False
fibre_federal_credit_union__visa_credit_card_statement__462298,FIBRE FEDERAL CREDIT UNION,credit_union,visa Credit Card Statement,FIBRE FEDERAL CREDIT UNION/visa-Credit-Card-Statement.pdf-462298.pdf,2026-Q1,8e5ce127b2539e28c0833f30347bb8246c72c1d2d7b0504e56239d6a0da6820d,723532,1,3449,False
marine_federal_credit_union__cc_agreements__498380,MARINE FEDERAL CREDIT UNION,credit_union,CC agreements,MARINE FEDERAL CREDIT UNION/CC agreements.pdf-498380.pdf,2026-Q1,51c661f28fa6be8db4c20fcaa00bc3566f301aed1c664bce39dfd7299c42c2b8,6580399,10,0,True
marine_federal_credit_union__consumer_cc_rate__498380,MARINE FEDERAL CREDIT UNION,credit_union,Consumer CC rate,MARINE FEDERAL CREDIT UNION/Consumer CC rate.pdf-498380.pdf,2026-Q1,fdba6150bb3628b127aad631e44425bb18146a8bb92cd900d3b93b2e2d9be15a,617266,2,0,True
marine_federal_credit_union__credit_card_agreement_4_2024__438505,MARINE FEDERAL CREDIT UNION,credit_union,Credit Card Agreement 4 2024,MARINE FEDERAL CREDIT UNION/Credit Card Agreement 4_2024.pdf-438505.pdf,2026-Q1,2230b971f44d37d571d8641efac7b8d357b11493518fb888f63374645af1bca0,6551301,10,0,True
marine_federal_credit_union__q2_2026_agreement__596685,MARINE FEDERAL CREDIT UNION,credit_union,Q2 2026 Agreement,MARINE FEDERAL CREDIT UNION/Q2_2026_Agreement.pdf-596685.pdf,2026-Q1,e10010bf9ca892434988c86c8636c6473c2f56dfa2dbeb941ef38bbfc4c232b6,484816,11,72372,False
marine_federal_credit_union__q2_2026_rate_disclosure__596685,MARINE FEDERAL CREDIT UNION,credit_union,Q2 2026 Rate Disclosure,MARINE FEDERAL CREDIT UNION/Q2_2026_Rate_Disclosure.pdf-596685.pdf,2026-Q1,887c681ce057ddfcc153797e399c14584f7aabe72a9f733048643f9b29d3eb6f,977447,2,4847,False
navy_federal_credit_union__573cc_2_26__580708,NAVY FEDERAL CREDIT UNION,credit_union,573CC (2 26),NAVY FEDERAL CREDIT UNION/573CC (2-26).pdf-580708.pdf,2026-Q1,ecf89ab81c3d7513a68be5c75a100c56e39188ca87b075d0bfc5eb9b959d76a1,99012,3,32640,False
onpoint_community_credit_union__020423_consumer_credit_rate_disclosure_balance_transfer__255670,ONPOINT COMMUNITY CREDIT UNION,credit_union,020423 Consumer Credit Rate Disclosure Balance Transfer,ONPOINT COMMUNITY CREDIT UNION/020423 Consumer Credit Rate Disclosure Balance Transfer.pdf-255670.pdf,2026-Q1,5c568c87506b3a46dd5969249bc3a7305164f6d8a38a8f645ad37f52f4cdf707,156307,3,6357,False
onpoint_community_credit_union__consumer_variable_rate_cc_agreement_revised_11_4_21__2043,ONPOINT COMMUNITY CREDIT UNION,credit_union,Consumer Variable Rate CC Agreement revised 11.4.21,ONPOINT COMMUNITY CREDIT UNION/Consumer Variable Rate CC Agreement_revised_11.4.21.pdf-2043.pdf,2026-Q1,c4e0e153195a91abcd388960fca75477f6b3a451187a779850d701d5cd434e00,1594284,10,28879,False
onpoint_community_credit_union__consumer_variable_rate_cc_agreement_revised_11_4_21_final__255669,ONPOINT COMMUNITY CREDIT UNION,credit_union,Consumer Variable Rate CC Agreement revised 11.4.21 FINAL,ONPOINT COMMUNITY CREDIT UNION/Consumer_Variable_Rate_CC_Agreement_revised_11.4.21_FINAL.pdf-255669.pdf,2026-Q1,eca4d9f02bff9349641b885067eb1f66b79b70ba460b1369b7853aa949ef5817,1597286,10,28879,False
onpoint_community_credit_union__onpoint_ccu_consumer_credit_card_rate_disclosure_12012021__255670,ONPOINT COMMUNITY CREDIT UNION,credit_union,OnPoint CCU Consumer Credit Card Rate Disclosure   12012021,ONPOINT COMMUNITY CREDIT UNION/OnPoint CCU Consumer Credit Card Rate Disclosure - 12012021.pdf-255670.pdf,2026-Q1,0549b3952eed1227e710627f9f7c37ee1d8fcbaa734b339315d6acee35fb9646,111132,2,3926,False
onpoint_community_credit_union__signature_visa_credit_card_agreement__255670,ONPOINT COMMUNITY CREDIT UNION,credit_union,Signature Visa Credit Card Agreement,ONPOINT COMMUNITY CREDIT UNION/Signature-Visa-Credit-Card-Agreement.pdf-255670.pdf,2026-Q1,cc1638a5ec777cd3c9c9a0a998c50a9510b57ae8136fc397e70e285ca4e118be,986593,10,28627,False
oregon_community_credit_union__beaver_card_occu_credit_card_account_agreement_6971__537949,OREGON COMMUNITY CREDIT UNION,credit_union,BEAVER CARD OCCU Credit Card Account Agreement 6971,OREGON COMMUNITY CREDIT UNION/BEAVER CARD OCCU_Credit_Card_Account_Agreement_6971.pdf-537949.pdf,2026-Q1,5c81b19e5c0c7c5c19ad543a96b0e781f1062622bb977dc076f03f06a49e2b5f,182558,6,28764,False
oregon_community_credit_union__occu_credit_card_account_agreement__256503,OREGON COMMUNITY CREDIT UNION,credit_union,OCCU Credit Card Account Agreement,OREGON COMMUNITY CREDIT UNION/OCCU Credit Card Account Agreement.pdf-256503.pdf,2026-Q1,4173ae70e5a087366e0aa5ebf2da2fa5e612020d5e55e7c477a92ba34e3e8b37,309597,5,27838,False
pentagon_federal_credit_union__penfed_cardholder_agreement_12_2024__256303,PENTAGON FEDERAL CREDIT UNION,credit_union,PenFed Cardholder Agreement 12.2024,PENTAGON FEDERAL CREDIT UNION/PenFed Cardholder Agreement 12.2024.pdf-256303.pdf,2026-Q1,35a85900654924bb0eb94b15097d9f3e4b7fda88008d926053a048b3101e764a,90877,3,35072,False
pentagon_federal_credit_union__penfed_pricing_addendum_11_2025__256303,PENTAGON FEDERAL CREDIT UNION,credit_union,PenFed Pricing Addendum 11.2025,PENTAGON FEDERAL CREDIT UNION/PenFed Pricing Addendum 11.2025.pdf-256303.pdf,2026-Q1,fcd2c3283174ecb55215ac095bef0dfb365170f22e0836d7a737882389ab5d47,141633,4,37040,False
summit_credit_union__solicitation_notice_10_1_2022__317421,SUMMIT CREDIT UNION,credit_union,Solicitation Notice 10.1.2022,SUMMIT CREDIT UNION/Solicitation Notice 10.1.2022.pdf-317421.pdf,2026-Q1,011514dd4bb0b6cc44d18e67d5661581f522b4ea50b17c8f5debfc36f9568d48,220846,3,6165,False
summit_credit_union__solicitation_notice_12_1_2022__334550,SUMMIT CREDIT UNION,credit_union,Solicitation Notice 12.1.2022,SUMMIT CREDIT UNION/Solicitation Notice 12.1.2022.pdf-334550.pdf,2026-Q1,e0a358a2d3c8312ee98a0cfbee4ad6600175eccfbabedab28a206aff61d75a06,212174,3,6146,False
summit_credit_union__solicitation_notice_12_1_2025_non_fillable__575735,SUMMIT CREDIT UNION,credit_union,Solicitation Notice 12.1.2025 non fillable,SUMMIT CREDIT UNION/Solicitation Notice 12.1.2025 non-fillable.pdf-575735.pdf,2026-Q1,0ea195115242f349298f86be30a6ba7d79da873f3ee315cc5b888cb88483c194,163559,3,6276,False
summit_credit_union__solicitation_notice_2_1_2026_non_fillable__593526,SUMMIT CREDIT UNION,credit_union,Solicitation Notice 2.1.2026 (non fillable),SUMMIT CREDIT UNION/Solicitation Notice 2.1.2026 (non-fillable).pdf-593526.pdf,2026-Q1,de70dda5c3520573b6d830d874a3fef9d8b91ca906dbabe37d3aacf0443d8485,138031,3,6304,False
summit_credit_union__summit_cu_cc_agreement__567269,SUMMIT CREDIT UNION,credit_union,Summit CU CC Agreement,SUMMIT CREDIT UNION/Summit CU CC Agreement.pdf-567269.pdf,2026-Q1,74eb2d40420b80c802fb4831cfcccd4a25288ff48023b35926514d7636d2e1e6,246027,3,24482,False
ally_bank__cardmember_agreement_for_ally_credit_cards_pricing_addendum_q2_2025__398888,ALLY BANK,national,Cardmember Agreement for Ally® Credit Cards Pricing Addendum Q2 2025,ALLY BANK/Cardmember Agreement for Ally┬« Credit Cards_Pricing_Addendum_Q2_2025.pdf-398888.pdf,2026-Q1,3edb30f0b4689a7ae19bfdd155b261dc23fa7cfd305e7e7d1a641fa9efc4b427,86672,2,2744,False
ally_bank__cardmember_agreement_for_ally_credit_cards_q2_2025__398888,ALLY BANK,national,Cardmember Agreement for Ally® Credit Cards Q2 2025,ALLY BANK/Cardmember Agreement for Ally┬« Credit Cards_Q2_2025.pdf-398888.pdf,2026-Q1,890b1730db59d1e2be652853ddd4bcdcbe7c5eec9252c2e1a02af08a7c9d7d30,156626,20,45272,False
american_express_national_bank__american_express_gold_card_cardmember_agreement__255468,AMERICAN EXPRESS NATIONAL BANK,national,American Express Gold Card Cardmember Agreement,AMERICAN EXPRESS NATIONAL BANK/American Express Gold Card Cardmember Agreement.pdf-255468.pdf,2026-Q1,b496f00589153cea1f2931087a2585a6bc632f0eb074f8f2a4dc5e77bdd8e9b5,819219,11,50749,False
american_express_national_bank__american_express_green_card_cardmember_agreement__255469,AMERICAN EXPRESS NATIONAL BANK,national,American Express Green Card Cardmember Agreement,AMERICAN EXPRESS NATIONAL BANK/American Express Green Card Cardmember Agreement.pdf-255469.pdf,2026-Q1,1b8a06165b129091dd7ef3d4700146c0c52741d6628d683a8cc3b2035397e6fb,809418,11,50693,False
american_express_national_bank__blue_cash_everyday_card_cardmember_agreement__255458,AMERICAN EXPRESS NATIONAL BANK,national,Blue Cash Everyday Card Cardmember Agreement,AMERICAN EXPRESS NATIONAL BANK/Blue Cash Everyday Card Cardmember Agreement.pdf-255458.pdf,2026-Q1,8c823b56812bd74a575e602a02a1c5cf3644654941632ea4b6b6f934af2470e2,792522,12,49563,False
american_express_national_bank__delta_skymiles_platinum_american_express_card_cardmember_agreement__255454,AMERICAN EXPRESS NATIONAL BANK,national,Delta SkyMiles Platinum American Express Card Cardmember Agreement,AMERICAN EXPRESS NATIONAL BANK/Delta SkyMiles Platinum American Express Card Cardmember Agreement.pdf-255454.pdf,2026-Q1,085acb3ec9aa61f8a76302a497505b6d0921f61e3ab2cbd979bbac55dacfb822,853672,12,48322,False
american_express_national_bank__platinum_card_from_american_express_cardmember_agreement__255467,AMERICAN EXPRESS NATIONAL BANK,national,Platinum Card from American Express Cardmember Agreement,AMERICAN EXPRESS NATIONAL BANK/Platinum Card from American Express Cardmember Agreement.pdf-255467.pdf,2026-Q1,0cedd3edd9a7dd5900d98852e91b09c6f1f68edc3b18b675a7d8c4611ea533c6,932178,11,50748,False
american_express_national_bank__the_charles_schwab_investor_card_cardmember_agreement__255446,AMERICAN EXPRESS NATIONAL BANK,national,The Charles Schwab Investor Card Cardmember Agreement,AMERICAN EXPRESS NATIONAL BANK/The Charles Schwab Investor Card Cardmember Agreement.pdf-255446.pdf,2026-Q1,ab5958fdd27439bd6861f5f8abdb669d4acb2c364dd1b53f84388b4e68885583,1315678,12,46986,False
american_express_travel_related_services_company_inc__american_express_card_cardmember_agreement__255595,"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",national,American Express Card Cardmember Agreement,"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC./American Express Card Cardmember Agreement.pdf-255595.pdf",2026-Q1,ebd8289ef9b288e5321c397868ad3fcfd4227510511790028117c40a381f4504,370772,6,26792,False
american_express_travel_related_services_company_inc__american_express_gold_card_cardmember_agreement__255593,"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",national,American Express Gold Card Cardmember Agreement,"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC./American Express Gold Card Cardmember Agreement.pdf-255593.pdf",2026-Q1,f171d6993f5234d972f342da56f87d8fe60649eb51cbc25157e3c07151d4b685,370494,6,26843,False
american_express_travel_related_services_company_inc__the_centurion_card_cardmember_agreement__255596,"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",national,The Centurion Card Cardmember Agreement,"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC./The Centurion Card Cardmember Agreement.pdf-255596.pdf",2026-Q1,d003e665c018b23b91ffb0b5eb9519e3546bbcea11aa9b761e2afbc2cd5ec663,779623,6,26822,False
american_express_travel_related_services_company_inc__the_platinum_card_cardmember_agreement__255594,"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",national,The Platinum Card Cardmember Agreement,"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC./The Platinum Card Cardmember Agreement.pdf-255594.pdf",2026-Q1,ecb6c068b467c10a602e30a85288a47c68f13deebbe922a111b5d42fd9c70519,568749,6,26744,False
bank_of_america_national_association__air_france_klm_visa_signature_english__597625,"BANK OF AMERICA, NATIONAL ASSOCIATION",national,Air France KLM Visa Signature English,"BANK OF AMERICA, NATIONAL ASSOCIATION/Air France KLM Visa Signature English.pdf-597625.pdf",2026-Q1,8269f3ddb1a9d6d95cb0af1dbfd54a0d6a7cd8a5710a3d73e73febd3f27184ff,113635,11,58377,False
bank_of_america_national_association__atmos_rewards_ascent_visa_signature_english__580709,"BANK OF AMERICA, NATIONAL ASSOCIATION",national,Atmos Rewards Ascent Visa Signature English,"BANK OF AMERICA, NATIONAL ASSOCIATION/Atmos Rewards Ascent Visa Signature English.pdf-580709.pdf",2026-Q1,9a2f01f0ab5ecc19fc3cd21d98de786280583065a20d81915db39ae2905cbb89,105530,11,59019,False
bank_of_america_national_association__bank_of_america_customized_cash_rewards_english__577565,"BANK OF AMERICA, NATIONAL ASSOCIATION",national,Bank of America Customized Cash Rewards English,"BANK OF AMERICA, NATIONAL ASSOCIATION/Bank of America Customized Cash Rewards English.pdf-577565.pdf",2026-Q1,580db401b29f22df6cc536d68ff52684021ef154a659c0fbb279b9e2a3d10832,106203,11,59254,False
bank_of_america_national_association__bank_of_america_customized_cash_rewards_secured_english__577545,"BANK OF AMERICA, NATIONAL ASSOCIATION",national,Bank of America Customized Cash Rewards Secured English,"BANK OF AMERICA, NATIONAL ASSOCIATION/Bank of America Customized Cash Rewards Secured English.pdf-577545.pdf",2026-Q1,9fd19d7aa1228a5748eac1f3afd2132f08e6a80bb68a6a418bcf077cbff45417,114642,12,65800,False
bank_of_america_national_association__bank_of_america_travel_rewards_secured_english__577546,"BANK OF AMERICA, NATIONAL ASSOCIATION",national,Bank of America Travel Rewards Secured English,"BANK OF AMERICA, NATIONAL ASSOCIATION/Bank of America Travel Rewards Secured English.pdf-577546.pdf",2026-Q1,74332d3bfa877f640437862667022c8b585a11187a3978adb20faf02d16141a0,112582,12,65324,False
bank_of_america_national_association__bank_of_america_unlimited_cash_rewards_english__577571,"BANK OF AMERICA, NATIONAL ASSOCIATION",national,Bank of America Unlimited Cash Rewards English,"BANK OF AMERICA, NATIONAL ASSOCIATION/Bank of America Unlimited Cash Rewards English.pdf-577571.pdf",2026-Q1,11b9438ce739b9256ab2fcbbd9570f070715566d03cccbf2716415667f864917,106157,11,59253,False
bank_of_america_national_association__bank_of_america_unlimited_cash_rewards_secured_english__577547,"BANK OF AMERICA, NATIONAL ASSOCIATION",national,Bank of America Unlimited Cash Rewards Secured English,"BANK OF AMERICA, NATIONAL ASSOCIATION/Bank of America Unlimited Cash Rewards Secured English.pdf-577547.pdf",2026-Q1,d57c68b6058b11fe8522f3ffa9e060b6cee5ab420c40ee7426b1dc40a8dbf06a,115461,12,65799,False
bank_of_america_national_association__bankamericard_secured_english__577549,"BANK OF AMERICA, NATIONAL ASSOCIATION",national,BankAmericard Secured English,"BANK OF AMERICA, NATIONAL ASSOCIATION/BankAmericard Secured English.pdf-577549.pdf",2026-Q1,7b4bc8b4d5c0d89ddde8a9a1802b610bcd0daa7a8c4db619c5997bd9af3c34fd,112438,12,64597,False
barclays_bank_delaware__barclaycardaddendum_042326__256598,BARCLAYS BANK DELAWARE,national,BarclaycardAddendum 042326,BARCLAYS BANK DELAWARE/BarclaycardAddendum_042326.pdf-256598.pdf,2026-Q1,5130f0ef047a84b00341b5584e9c1c944e22c41c04d2e554d46a74c2da016d43,89079,2,9454,False
barclays_bank_delaware__barclaycardpricing_042326__256598,BARCLAYS BANK DELAWARE,national,BarclaycardPricing 042326,BARCLAYS BANK DELAWARE/BarclaycardPricing_042326.pdf-256598.pdf,2026-Q1,7eba7e4299eb9c51821c6f5ac84a31d499941655d393e7bc14b7eb5e0250c7df,86043,2,3502,False
barclays_bank_delaware__barclaycardsca_042326__256598,BARCLAYS BANK DELAWARE,national,BarclaycardSCA 042326,BARCLAYS BANK DELAWARE/BarclaycardSCA_042326.pdf-256598.pdf,2026-Q1,fdc2367f8a4271ef65aa6237464312bbe435d8ed2692fcfe67ca2e22be1db340,143851,10,51618,False
barclays_bank_delaware__gapcobrandaddendum_042326__306167,BARCLAYS BANK DELAWARE,national,GapCobrandAddendum 042326,BARCLAYS BANK DELAWARE/GapCobrandAddendum_042326.pdf-306167.pdf,2026-Q1,faa0ca707632406c7254b98aff996272ebcabad19af3467bb94103c4d00d1d79,88576,2,9461,False
barclays_bank_delaware__gapcobrandsca_042326__306167,BARCLAYS BANK DELAWARE,national,GapCobrandSCA 042326,BARCLAYS BANK DELAWARE/GapCobrandSCA_042326.pdf-306167.pdf,2026-Q1,6ada66f190da685668aec15e9aeaa26e613a2cfed4db15101c23c8095d46c171,147392,10,52589,False
barclays_bank_delaware__gapprivatelabelsca_042326__306168,BARCLAYS BANK DELAWARE,national,GapPrivateLabelSCA 042326,BARCLAYS BANK DELAWARE/GapPrivateLabelSCA_042326.pdf-306168.pdf,2026-Q1,85012cf4274123bf7fd36014af6b2dfa50060ca95ff95b22e3b0fdc59fab6d1d,129966,9,43402,False
capital_bank_national_association__opensky_gold_card_agreement_sky2_v211__443478,"CAPITAL BANK, NATIONAL ASSOCIATION",national,opensky Gold Card Agreement SKY2 V211,"CAPITAL BANK, NATIONAL ASSOCIATION/opensky Gold Card Agreement SKY2 V211.pdf-443478.pdf",2026-Q1,62c33d62bdea0baf5e02ade72afd112bb3c11eda03f59ac48fdf1e3e1d64dd39,355074,14,62418,False
capital_bank_national_association__opensky_launch_application_tc_sky1_013__463230,"CAPITAL BANK, NATIONAL ASSOCIATION",national,opensky Launch Application TC SKY1 013,"CAPITAL BANK, NATIONAL ASSOCIATION/opensky Launch Application_TC SKY1-013.pdf-463230.pdf",2026-Q1,d88fca5b51ba67434f1170bf18251ce64bd05ec05901b1e490ea36d565bc7405,313016,4,14548,False
capital_bank_national_association__opensky_launch_ch_agreement_sky1_013__463230,"CAPITAL BANK, NATIONAL ASSOCIATION",national,opensky Launch CH Agreement SKY1 013,"CAPITAL BANK, NATIONAL ASSOCIATION/opensky Launch CH Agreement SKY1-013.pdf-463230.pdf",2026-Q1,2d0d3757b630bd7af6b21dc0540940cceba2531c06a5a9d3f7b50e98f2ce7c74,428302,16,70708,False
capital_bank_national_association__opensky_plus_card_agreement_plus_v018__443465,"CAPITAL BANK, NATIONAL ASSOCIATION",national,opensky Plus Card Agreement PLUS V018,"CAPITAL BANK, NATIONAL ASSOCIATION/opensky Plus Card Agreement PLUS V018.pdf-443465.pdf",2026-Q1,f78e6547eb8bdadb24fce989a908975f1b025a9418c002dffcfe134dec01e9ec,391068,15,67551,False
capital_bank_national_association__openskycard_ch_agreement_sky1_073__302916,"CAPITAL BANK, NATIONAL ASSOCIATION",national,openskyCard CH Agreement SKY1 073,"CAPITAL BANK, NATIONAL ASSOCIATION/openskyCard CH Agreement SKY1-073.pdf-302916.pdf",2026-Q1,37cf8806b3b15021e9e9661a4e9284f93e8b6f4dbf6b9da582bf8d74ac66fcf4,380943,15,67562,False
capital_one_national_association__credit_card_agreement_for_bjs_mastercard_cards_in_capital_one_n_a__360159,"CAPITAL ONE, NATIONAL ASSOCIATION",national,Credit Card Agreement for BJs Mastercard Cards in Capital One N.A.,"CAPITAL ONE, NATIONAL ASSOCIATION/Credit-Card-Agreement-for-BJs-Mastercard-Cards-in-Capital-One-N.A..pdf-360159.pdf",2026-Q1,7b677f441b9a955c795793f73ffd5dec437afec1c7a948f35ad94838d9e9c406,225529,6,33057,False
capital_one_national_association__credit_card_agreement_for_bass_pro_shops_club_cards_in_capital_one_n_a__255664,"CAPITAL ONE, NATIONAL ASSOCIATION",national,Credit Card Agreement for Bass Pro Shops CLUB Cards in Capital One N.A.,"CAPITAL ONE, NATIONAL ASSOCIATION/Credit-Card-Agreement-for-Bass-Pro-Shops-CLUB-Cards-in-Capital-One-N.A..pdf-255664.pdf",2026-Q1,d6f38ae13ce3e72826a042d3d8e99fe1f9afb00ef02379544bcd1cf1546a28d2,256955,7,31815,False
